number;id;exp_x;exp_y;coeff
449;4431d7bcdac670727a2b212b9aa10c30;0,1,0,1;0,0,1,1;-0.24982,0.27264,0.34477,-0.036534
450;7107e212c938d462b03e7c36bb00a8c4;0,1,0,1;0,0,1,1;0.24982,-0.27264,-0.34477,0.036534
451;d3c50a4326ee43179ad7892af361e601;0,1,0,1;0,0,1,1;0.18144,0.52844,0.043089,-0.0084338
452;4a862956a23875ef20083f499e3f64e0;0,1,0,1;0,0,1,1;-0.18144,-0.52844,-0.043089,0.0084338
453;ebdde4205866cc440475bc636f9af3b6;0,1,0,1;0,0,1,1;-0.087371,0.3804,0.32001,0.042185
454;9dc293c0fcf0063a17e091182526dfbb;0,1,0,1;0,0,1,1;0.087371,-0.3804,-0.32001,-0.042185
455;66d6b9009ba55cdbc3154d5458a54fb5;0,1,0,1;0,0,1,1;-0.035631,0.15046,0.04757,0.043536
456;8e36e5ef520367820140a9e67531b32d;0,1,0,1;0,0,1,1;0.035631,-0.15046,-0.04757,-0.043536
457;2da09cee84b2a8b83c06a043afe0b86a;0,1,0,1;0,0,1,1;-0.11272,0.10089,0.77924,0.066987
458;4d665c704629903799a3b0962beda96d;0,1,0,1;0,0,1,1;0.11272,-0.10089,-0.77924,-0.066987
459;bf0e3fde05095a938e55ebed8c0c6a26;0,1,0,1;0,0,1,1;0.10892,0.14196,0.21076,0.116
460;b4fa7104107b29da9a05f6d319a51dd4;0,1,0,1;0,0,1,1;-0.10892,-0.14196,-0.21076,-0.116
461;ff9fb343670574d566d6bdc12ff5226b;0,1,0,1;0,0,1,1;0.13562,0.25422,0.14831,-0.083788
462;c25ec48cd29af5979d7a509259ddefba;0,1,0,1;0,0,1,1;-0.13562,-0.25422,-0.14831,0.083788
463;97ed77afde2a33a8bc57913e666b76f4;0,1,0,1;0,0,1,1;0.040899,0.21823,0.22904,0.10053
464;9a318d817890a47ab31d4090d19c665d;0,1,0,1;0,0,1,1;-0.040899,-0.21823,-0.22904,-0.10053
465;d054ec00d7c7777447dbbbb291718d02;0,1,0,1;0,0,1,1;0.10105,0.17969,0.19941,0.073466
466;dc80c616f6c42d7959702e01756a7185;0,1,0,1;0,0,1,1;-0.10105,-0.17969,-0.19941,-0.073466
467;3266ea5a30ff17231ce6ec27a08c8e3f;0,1,0,1;0,0,1,1;0.010911,0.29134,0.58847,-0.024939
468;40de882613d63f0c2e6f55ef0dde9fdd;0,1,0,1;0,0,1,1;-0.010911,-0.29134,-0.58847,0.024939
469;783de14fe525b42a8559cadfd42ceed4;0,1,0,1;0,0,1,1;0.51067,0.29439,0.35732,-0.19536
470;2296779aec01fd2e8574b9ccf1fe9232;0,1,0,1;0,0,1,1;-0.51067,-0.29439,-0.35732,0.19536
471;01540a1f69b49b106b3c3582d0dd2191;0,1,0,1;0,0,1,1;-0.53286,0.24544,0.30854,0.23951
472;f12a4f8b596020145eef51c771cab1f4;0,1,0,1;0,0,1,1;0.53286,-0.24544,-0.30854,-0.23951
473;64262e9eaca221ce5e8d15f0dd1c49ad;0,1,0,1;0,0,1,1;0.21286,0.31424,0.38463,-0.22141
474;97caa3e3247f2ecff8cf21dd51ee2307;0,1,0,1;0,0,1,1;-0.21286,-0.31424,-0.38463,0.22141
475;dd186a4a4d4dee6c85159b9bb3eec783;0,1,0,1;0,0,1,1;-0.45875,0.38944,0.12813,-0.0091899
476;9480023596b4ac665364c13710f12ece;0,1,0,1;0,0,1,1;0.45875,-0.38944,-0.12813,0.0091899
477;b40a55f89e29b11c87332474a251824f;0,1,0,1;0,0,1,1;-0.18956,0.18223,0.3018,-0.11081
478;22c87d3919ff1b731b05910dc0902711;0,1,0,1;0,0,1,1;0.18956,-0.18223,-0.3018,0.11081
479;d8cdd37627fa012cc4e2051ec7d84eec;0,1,0,1;0,0,1,1;-0.090227,0.056833,0.2838,0.012676
480;d2a385dcc1d8a27241a89da929a9d431;0,1,0,1;0,0,1,1;0.090227,-0.056833,-0.2838,-0.012676
481;0e2d78988c9c0f847b3bfaecec073482;0,1,0,1;0,0,1,1;-0.20831,0.091273,0.54631,0.08883
482;8ea3466e25b4ca6853bc634455a4c459;0,1,0,1;0,0,1,1;0.20831,-0.091273,-0.54631,-0.08883
483;e710b6c3a7766ab10473748fd94ab9c7;0,1,0,1;0,0,1,1;-0.13798,0.028494,0.16244,-0.017036
484;050cc7bb0d35d39bada49c06b560ce4b;0,1,0,1;0,0,1,1;0.13798,-0.028494,-0.16244,0.017036
485;c6ac46f352fa0b4c9dff148252a5f1c3;0,1,0,1;0,0,1,1;0.025264,0.61015,0.2657,0.076047
486;4f24a16cbe3c0bce6252c72c69e6f670;0,1,0,1;0,0,1,1;-0.025264,-0.61015,-0.2657,-0.076047
487;65544eeb8651c42d789053c9faac2b00;0,1,0,1;0,0,1,1;0.048389,0.50247,0.32684,-0.07894
488;329d9f742e49563a9bdd41eec675e56e;0,1,0,1;0,0,1,1;-0.048389,-0.50247,-0.32684,0.07894
489;9c5911df57801563a1d4643db0032a0f;0,1,0,1;0,0,1,1;0.18442,0.68232,0.22108,-0.16975
490;ead416b143271b8e67ce4a975eeb7017;0,1,0,1;0,0,1,1;-0.18442,-0.68232,-0.22108,0.16975
491;e61debedb1ef18603d724e4dcc732426;0,1,0,1;0,0,1,1;-0.12189,0.37224,0.44241,0.22328
492;cd2840a6fc2daf99111de5890db26c8d;0,1,0,1;0,0,1,1;0.12189,-0.37224,-0.44241,-0.22328
493;ae8929c4d2e0c50afc92cc7852142ecc;0,1,0,1;0,0,1,1;0.34715,0.19986,0.22174,-0.12599
494;bad70b02b376b61bf6d3ec94126e2f1d;0,1,0,1;0,0,1,1;-0.34715,-0.19986,-0.22174,0.12599
495;744096703c5f9ca5b3cec65c6ff9d355;0,1,0,1;0,0,1,1;0.34742,0.25451,0.20759,-0.083278
496;c1323da0760c8547f9f32815ae9b58b0;0,1,0,1;0,0,1,1;-0.34742,-0.25451,-0.20759,0.083278
497;5f6777159abe9446cbbaab1c61cb1cf5;0,1,0,1;0,0,1,1;0.13477,0.64737,0.30632,-0.17194
498;4a576ce2a93ea3f0fd6c0e197eb284e5;0,1,0,1;0,0,1,1;-0.13477,-0.64737,-0.30632,0.17194
499;b79ada9313a7c09b6cd12afaab8e30ba;0,1,0,1;0,0,1,1;0.22605,0.38382,0.27881,0.0029059
500;ddd9392b62ceed5e8692fc185e98db5b;0,1,0,1;0,0,1,1;-0.22605,-0.38382,-0.27881,-0.0029059
501;e2ace679a0012c68b5dc632153f859c5;0,1,0,1;0,0,1,1;0.17518,0.22238,0.33411,0.13744
502;6b6007a4dfd9dc6b05eef576609f3d90;0,1,0,1;0,0,1,1;-0.17518,-0.22238,-0.33411,-0.13744
503;b5dd40c1ce12b79cca511b3694cc0ce5;0,1,0,1;0,0,1,1;-0.4076,0.26171,0.18845,0.106
504;d5bbb016323154e84c3ad9dce5d98864;0,1,0,1;0,0,1,1;0.4076,-0.26171,-0.18845,-0.106
505;703d1d8feb6fa4d7598bf4fae0a6ebcc;0,1,0,1;0,0,1,1;0.32354,0.29352,0.35559,-0.15794
506;31ca1190c62e11db0d99d7e504b517f6;0,1,0,1;0,0,1,1;-0.32354,-0.29352,-0.35559,0.15794
507;9218467b3630c83cbd463ce1fb9d234e;0,1,0,1;0,0,1,1;0.29047,0.33225,0.087549,0.031108
508;d39f4487e1b8773600b4dc5ba53fbacd;0,1,0,1;0,0,1,1;-0.29047,-0.33225,-0.087549,-0.031108
509;abb50e53fe53bf206a736eb4bc775066;0,1,0,1;0,0,1,1;-0.30593,0.21562,0.63312,0.18731
510;bd9275704360e05b53ce5ca3f9281aa3;0,1,0,1;0,0,1,1;0.30593,-0.21562,-0.63312,-0.18731
511;ef87b9c96b9ad86aa759a9c23a28ea9b;0,1,0,1;0,0,1,1;0.33775,0.31296,0.087264,-0.059711
512;03be4eeb3af61905fca99d5d4afd4698;0,1,0,1;0,0,1,1;-0.33775,-0.31296,-0.087264,0.059711
513;f8998182ff7f6b39cfc2afceccf60e19;0,1,0,1;0,0,1,1;-0.23277,0.35288,0.57947,0.18862
514;2a00573044795871f53bc17d56442499;0,1,0,1;0,0,1,1;0.23277,-0.35288,-0.57947,-0.18862
515;5086c37d16cae97b18887f22e10892f9;0,1,0,1;0,0,1,1;-0.28532,0.16396,0.16848,0.012387
516;ffbfcb3df1dec66cecaa7dfcbe8aeb14;0,1,0,1;0,0,1,1;0.28532,-0.16396,-0.16848,-0.012387
517;5d2ba353a7277bbaa8afa52c951f9ae6;0,1,0,1;0,0,1,1;-0.36888,0.30752,0.18837,-0.053032
518;9ad8f6b74147b4309e0f4345a1ce377c;0,1,0,1;0,0,1,1;0.36888,-0.30752,-0.18837,0.053032
519;20483e88867ed8049e6b35aa6fc37f5c;0,1,0,1;0,0,1,1;0.24274,0.40129,0.23613,-0.12679
520;d0ef6ae5921082d30770a983c0a5235e;0,1,0,1;0,0,1,1;-0.24274,-0.40129,-0.23613,0.12679
521;d184ccc26f6768e3aa5a31cdf98fb23c;0,1,0,1;0,0,1,1;0.22011,0.17547,0.12072,0.0020146
522;279870ef1111074a239ac3ce0310d0e7;0,1,0,1;0,0,1,1;-0.22011,-0.17547,-0.12072,-0.0020146
523;0e30de708644f814f6855bcd5382502a;0,1,0,1;0,0,1,1;-0.15731,0.20035,0.48414,0.054124
524;abe3cb85342357c089e378b60d62cf00;0,1,0,1;0,0,1,1;0.15731,-0.20035,-0.48414,-0.054124
525;f8b2db07b050187937ea01cf558b5b98;0,1,0,1;0,0,1,1;-0.10304,0.59987,0.21892,-0.03692
526;a8af18fde9dd1afe29a3638e34be4033;0,1,0,1;0,0,1,1;0.10304,-0.59987,-0.21892,0.03692
527;9b7da83c9efe1c32908a87067fc80397;0,1,0,1;0,0,1,1;0.15068,0.26976,0.57978,-0.19504
528;acf9247179ad1472145d6dfe5b0d0d78;0,1,0,1;0,0,1,1;-0.15068,-0.26976,-0.57978,0.19504
529;ad613f4fe5b8138fcdd238f5dff8d78f;0,1,0,1;0,0,1,1;-0.053804,0.69947,0.15036,-0.075393
530;f59014bd9089b3e4ee15b18ed97a6f26;0,1,0,1;0,0,1,1;0.053804,-0.69947,-0.15036,0.075393
531;51ef73ed53df9a2ff4df64d32cbb4a3e;0,1,0,1;0,0,1,1;0.46821,0.45388,0.43121,-0.35894
532;54203daefb138463268b17f2f7e68bd8;0,1,0,1;0,0,1,1;-0.46821,-0.45388,-0.43121,0.35894
533;f18c746b880496e82a1013a7f6cc3f5b;0,1,0,1;0,0,1,1;0.26899,0.28153,0.11454,0.016517
534;c5fbc2dd3fd467bf2a40f7938e8cf6f8;0,1,0,1;0,0,1,1;-0.26899,-0.28153,-0.11454,-0.016517
535;82ef68a5a1793c1f1f44cb45d886c1a2;0,1,0,1;0,0,1,1;-0.35779,0.077735,0.52449,0.065108
536;e758a07840ecab4a24a93390ef25dced;0,1,0,1;0,0,1,1;0.35779,-0.077735,-0.52449,-0.065108
537;7efcb0d3ee57c095d22e7bdeec65dc89;0,1,0,1;0,0,1,1;0.097577,0.2753,0.19785,-0.1641
538;f974d14f61a49e83306f3a3fd3a8f171;0,1,0,1;0,0,1,1;-0.097577,-0.2753,-0.19785,0.1641
539;275fcd56d38f5c559bc02355e2e120dc;0,1,0,1;0,0,1,1;0.24559,0.28071,0.41625,-0.020966
540;553579a468d1ddda5bee11375db26bdf;0,1,0,1;0,0,1,1;-0.24559,-0.28071,-0.41625,0.020966
541;b6b9a4a6c27117a07fd5ecadeb4d2c85;0,1,0,1;0,0,1,1;-0.20529,0.25628,0.20789,-0.16989
542;909598c8c843760fed4521b080a7943d;0,1,0,1;0,0,1,1;0.20529,-0.25628,-0.20789,0.16989
543;2ca230252596298a33f44336e6e0be61;0,1,0,1;0,0,1,1;0.25431,0.47639,0.10294,0.096313
544;ee17e6ebf62e65b4db22e2e893880a7b;0,1,0,1;0,0,1,1;-0.25431,-0.47639,-0.10294,-0.096313
545;af733587a85e43d35537f594ec3811b0;0,1,0,1;0,0,1,1;-0.45295,0.36201,0.15015,0.1065
546;d4f27e9c1db1a71faadecc7c7dabe469;0,1,0,1;0,0,1,1;0.45295,-0.36201,-0.15015,-0.1065
547;605f528e7ce975e3ea4c0930ba03b1a2;0,1,0,1;0,0,1,1;0.093065,0.32442,0.4031,-0.26162
548;2f5950b234bb66b6b78a2a115701035c;0,1,0,1;0,0,1,1;-0.093065,-0.32442,-0.4031,0.26162
549;9b2fa094e36dd4b3a9123c5b61f3ea59;0,1,0,1;0,0,1,1;0.16271,0.13928,0.5451,0.048561
550;3c13c676c5d7ee6b1accbfa59f39532f;0,1,0,1;0,0,1,1;-0.16271,-0.13928,-0.5451,-0.048561
551;dc07e241ebc2ec0a6a7bf4cfb66c6221;0,1,0,1;0,0,1,1;0.29715,0.23282,0.51724,-0.094319
552;fbd9c346237ef3ff33b2c447350e6308;0,1,0,1;0,0,1,1;-0.29715,-0.23282,-0.51724,0.094319
553;f579d70ec321fdd0a8e6a02db1f08d7d;0,1,0,1;0,0,1,1;0.10641,0.14669,0.53626,0.14473
554;5d20274c556805d6c30d2681973ebfb2;0,1,0,1;0,0,1,1;-0.10641,-0.14669,-0.53626,-0.14473
555;94bbdab16a3ce66dd665a7cef59d6b70;0,1,0,1;0,0,1,1;0.098694,0.29184,0.54243,0.047669
556;8b36f998100bcc5de8424c1f138603b4;0,1,0,1;0,0,1,1;-0.098694,-0.29184,-0.54243,-0.047669
557;3ecaed91deb9e01c0015996b05c7ceb5;0,1,0,1;0,0,1,1;-0.22219,0.52982,0.34298,0.31944
558;66c7c57e47e4c409f58f45a182ac267d;0,1,0,1;0,0,1,1;0.22219,-0.52982,-0.34298,-0.31944
559;0241d33832a6a793ed9772c9a4206431;0,1,0,1;0,0,1,1;0.39374,0.34651,0.44113,-0.31976
560;681f1e5f10865debf028614076caedb2;0,1,0,1;0,0,1,1;-0.39374,-0.34651,-0.44113,0.31976
561;e6bc6c8172a3c26bc32c40d8a3d847cc;0,1,0,1;0,0,1,1;-0.36193,0.14734,0.23502,-0.014914
562;cff9e6b9ca436f050c5859dbca8989c9;0,1,0,1;0,0,1,1;0.36193,-0.14734,-0.23502,0.014914
563;60eaae34083c722203e791ab0c5e2794;0,1,0,1;0,0,1,1;-0.1993,0.65944,0.071962,-0.047298
564;f46281bf50d1f2c9378d941171b9286e;0,1,0,1;0,0,1,1;0.1993,-0.65944,-0.071962,0.047298
565;8dc38d823fe55ad6d418e30c373aa9c6;0,1,0,1;0,0,1,1;-0.2717,0.32136,0.36893,0.1175
566;4edf99fd57aa9b6bce8d459b35bd52eb;0,1,0,1;0,0,1,1;0.2717,-0.32136,-0.36893,-0.1175
567;b1d5bc0d0add730814c98dd0fa761b00;0,1,0,1;0,0,1,1;-0.48461,0.17872,0.27674,0.10241
568;d259f4aa299757d9f155d7f000c17020;0,1,0,1;0,0,1,1;0.48461,-0.17872,-0.27674,-0.10241
569;a1af81ee9ef76545cd29f4644c9127b3;0,1,0,1;0,0,1,1;0.21042,0.27457,0.51535,-0.18318
570;8c4b36fe574beebee1acc4de1e33d6a4;0,1,0,1;0,0,1,1;-0.21042,-0.27457,-0.51535,0.18318
571;59321e9318d6886f3c5384ee6ae0e713;0,1,0,1;0,0,1,1;0.11972,0.50949,0.17392,-0.16327
572;6b003305fcf439a541ce217779f1a75f;0,1,0,1;0,0,1,1;-0.11972,-0.50949,-0.17392,0.16327
573;1934ac2492cf5cc8b9fe8ed9c7ec68e4;0,1,0,1;0,0,1,1;-0.40772,0.37368,0.28544,0.18633
574;37ace23d6f9c4a1e1a0e50575a323749;0,1,0,1;0,0,1,1;0.40772,-0.37368,-0.28544,-0.18633
575;620fd97125206983e4d9fcb07dd9361b;0,1,0,1;0,0,1,1;-0.022194,0.17937,0.65919,0.025078
576;42f8de76517659803802f29d3fab525b;0,1,0,1;0,0,1,1;0.022194,-0.17937,-0.65919,-0.025078
577;74ac3dd5e719467b9dd330423e811806;0,1,0,1;0,0,1,1;0.0054844,0.17674,0.55006,-0.13035
578;21dbe6c0c4a59e84def21ebe4297d7b4;0,1,0,1;0,0,1,1;-0.0054844,-0.17674,-0.55006,0.13035
579;209ca57d9e02c54e6e3ed628c79a54b3;0,1,0,1;0,0,1,1;-0.030309,0.15109,0.56228,0.011151
580;06335c72eeef0ee8b3ec58b77a4ce897;0,1,0,1;0,0,1,1;0.030309,-0.15109,-0.56228,-0.011151
581;b485ea62c5d29317347fad3a9c7e8b28;0,1,0,1;0,0,1,1;-0.20864,0.27324,0.49069,0.12197
582;e3edf87bf1d955cd98523cd03b485d40;0,1,0,1;0,0,1,1;0.20864,-0.27324,-0.49069,-0.12197
583;38e6812e69ba8c45e95d14efefc58fec;0,1,0,1;0,0,1,1;0.18337,0.62869,0.10617,-0.065136
584;4438b57b70e5bbd35336f287b71f4054;0,1,0,1;0,0,1,1;-0.18337,-0.62869,-0.10617,0.065136
585;e3cdc815e6281cf7dd9c34a344405639;0,1,0,1;0,0,1,1;0.3261,0.17935,0.26639,-0.13183
586;d43db047cfca4f255c517f3ccf3e2c5a;0,1,0,1;0,0,1,1;-0.3261,-0.17935,-0.26639,0.13183
587;0bea6e0cbbb44ee12bc1ada6c7a2a1f4;0,1,0,1;0,0,1,1;-0.24017,0.19428,0.24658,0.083372
588;a6ab435c7a4e58e64e938584287bc31d;0,1,0,1;0,0,1,1;0.24017,-0.19428,-0.24658,-0.083372
589;318c7d5a2a814beb9c80e68a4543f140;0,1,0,1;0,0,1,1;0.28054,0.4278,0.22691,-0.1248
590;c4c1810f20f97177eaf575ce9e511b5c;0,1,0,1;0,0,1,1;-0.28054,-0.4278,-0.22691,0.1248
591;2bc2d5d2dc980cd99db1198f8001b892;0,1,0,1;0,0,1,1;0.1221,0.60127,0.28719,-0.060156
592;210221e8dc0422d7b485a7c0775ef094;0,1,0,1;0,0,1,1;-0.1221,-0.60127,-0.28719,0.060156
593;3aa61a00b2d186260861bf009b0f3aec;0,1,0,1;0,0,1,1;0.099442,0.16123,0.26518,-0.13379
594;eedaba68af5bda99790c6466935ea763;0,1,0,1;0,0,1,1;-0.099442,-0.16123,-0.26518,0.13379
595;3a44db19f8d1aa9b9d93699f565d929c;0,1,0,1;0,0,1,1;0.0043639,0.3629,0.37648,-0.050286
596;0532117d8311822f425f4392a3ce18d2;0,1,0,1;0,0,1,1;-0.0043639,-0.3629,-0.37648,0.050286
597;1e71de04fc7e26d75138b18f28074456;0,1,0,1;0,0,1,1;0.28342,0.33361,0.31169,-0.29041
598;8379becf765978e05d37ece1b67665c0;0,1,0,1;0,0,1,1;-0.28342,-0.33361,-0.31169,0.29041
599;0f3fa43ad022af1d13c47fe3f25ad5b2;0,1,0,1;0,0,1,1;0.54243,0.35558,0.38172,-0.29237
600;05af53cbf4995835ca6a83908ea9d0a8;0,1,0,1;0,0,1,1;-0.54243,-0.35558,-0.38172,0.29237
601;4595f8f427ed0929ba630868f55cac75;0,1,0,1;0,0,1,1;0.08385,0.36284,0.30623,0.16845
602;1eb88f6375c891cc2cd4a3633964100a;0,1,0,1;0,0,1,1;-0.08385,-0.36284,-0.30623,-0.16845
603;96696d59c0aa770965191cb54e1e2232;0,1,0,1;0,0,1,1;0.26857,0.31821,0.37989,-0.12635
604;54722df742c69b5256b861a44b839531;0,1,0,1;0,0,1,1;-0.26857,-0.31821,-0.37989,0.12635
605;9ec63b5d6d7dc89ad443be1adb064665;0,1,0,1;0,0,1,1;-0.18863,0.33498,0.27283,0.086563
606;63fe29b747fc8e301c25c5dc8283288f;0,1,0,1;0,0,1,1;0.18863,-0.33498,-0.27283,-0.086563
607;922966117d93ffb5a7f3e2273ea82724;0,1,0,1;0,0,1,1;-0.065201,0.078075,0.5105,0.027427
608;43c36fb6d70edb7a87a1a7b2c3104b97;0,1,0,1;0,0,1,1;0.065201,-0.078075,-0.5105,-0.027427
609;bd5fdbbc5fd3e714c63d6ddf84f47901;0,1,0,1;0,0,1,1;-0.19993,0.25601,0.67403,0.23676
610;ead2e4eeb4ec0aeb4f486dbf1255fa4f;0,1,0,1;0,0,1,1;0.19993,-0.25601,-0.67403,-0.23676
611;6b31898df6bdd6d124fd70094fc78a1a;0,1,0,1;0,0,1,1;0.19584,0.53033,0.43652,-0.1908
612;1c158fa83f26730bc77af6624adf02c9;0,1,0,1;0,0,1,1;-0.19584,-0.53033,-0.43652,0.1908
613;a297c6fb1a956a23b54d79fe20d4b53e;0,1,0,1;0,0,1,1;-0.18236,0.26341,0.39574,0.18954
614;7b7b0dd30339aff310eb7816e7947730;0,1,0,1;0,0,1,1;0.18236,-0.26341,-0.39574,-0.18954
615;e09171b94f58470d1fa547bc33c148e9;0,1,0,1;0,0,1,1;0.18507,0.063836,0.35665,-0.024721
616;a414587c974a7e7540043e79aab4845b;0,1,0,1;0,0,1,1;-0.18507,-0.063836,-0.35665,0.024721
617;f856350276ad9695064a92954f0cbbc7;0,1,0,1;0,0,1,1;-0.201,0.64047,0.055353,0.01946
618;cd6da32d2c7cb1a49ddfa838f02fae05;0,1,0,1;0,0,1,1;0.201,-0.64047,-0.055353,-0.01946
619;dc73fb1e073cc136ee85ede274d73e4a;0,1,0,1;0,0,1,1;-0.067609,0.27844,0.032903,0.01874
620;9a680053bb5590fd69bc24d0a0cc4fd9;0,1,0,1;0,0,1,1;0.067609,-0.27844,-0.032903,-0.01874
621;e6baa51fe8dae28cf248a963fbfe1f46;0,1,0,1;0,0,1,1;0.1878,0.13961,0.51178,-0.085668
622;c08d22b92b2908cddfa7ded73dee0a9b;0,1,0,1;0,0,1,1;-0.1878,-0.13961,-0.51178,0.085668
623;277c3ab268834322724228d46ee69bd6;0,1,0,1;0,0,1,1;0.064499,0.1915,0.18739,-0.1431
624;c39126424328a0ab18d527297280f040;0,1,0,1;0,0,1,1;-0.064499,-0.1915,-0.18739,0.1431
625;b99c63ab2d0e0b525f810a61325bfe59;0,1,0,1;0,0,1,1;-0.0098331,0.31299,0.36347,0.25465
626;9892670d77b5bfc61846c3252cc8dffa;0,1,0,1;0,0,1,1;0.0098331,-0.31299,-0.36347,-0.25465
627;d6ebaa725c976886b87363af643b89d0;0,1,0,1;0,0,1,1;0.37099,0.34639,0.25674,-0.10948
628;f70252725f7fe1ef29bc3d9bc22f520a;0,1,0,1;0,0,1,1;-0.37099,-0.34639,-0.25674,0.10948
629;21aeff5399432189759924a5a06dc814;0,1,0,1;0,0,1,1;0.098816,0.13986,0.26104,0.075901
630;95be215f575d5d5fe9af980c5652df87;0,1,0,1;0,0,1,1;-0.098816,-0.13986,-0.26104,-0.075901
631;ca1f8865f83d692b6a107e4f9489bf64;0,1,0,1;0,0,1,1;-0.11219,0.47032,0.16074,0.048857
632;db7ce8a75ed94136c1f1969c22c15857;0,1,0,1;0,0,1,1;0.11219,-0.47032,-0.16074,-0.048857
633;c30ab88c5e8f76fed4f3fb0e8f6c5f98;0,1,0,1;0,0,1,1;-0.092945,0.44777,0.43208,0.07549
634;e94ca91f4da436b6a059ad34d99518c2;0,1,0,1;0,0,1,1;0.092945,-0.44777,-0.43208,-0.07549
635;255ab56a505692a93f9e8092ed28d378;0,1,0,1;0,0,1,1;0.1037,0.15213,0.39966,0.061138
636;b2446b03cc44208fd8f832aed8dee045;0,1,0,1;0,0,1,1;-0.1037,-0.15213,-0.39966,-0.061138
637;3f33f21cfd4e9ba074014aa63c682b6b;0,1,0,1;0,0,1,1;-0.33712,0.30009,0.23355,-0.091111
638;b6f029e53457ee9e4bf66270e130667a;0,1,0,1;0,0,1,1;0.33712,-0.30009,-0.23355,0.091111
639;b90abc36c68966e5b4d16dfdf87a6999;0,1,0,1;0,0,1,1;-0.2698,0.34509,0.20915,0.11453
640;d4289f454fa15ac80bece7d4a6167a15;0,1,0,1;0,0,1,1;0.2698,-0.34509,-0.20915,-0.11453
641;6b6bfb08ee43a50c2a6b82609dab6b5e;0,1,0,1;0,0,1,1;-0.44559,0.32631,0.21709,0.0068985
642;5f2cedf921b9922e4aa9135d87780517;0,1,0,1;0,0,1,1;0.44559,-0.32631,-0.21709,-0.0068985
643;e8f4112e7f7e6f10eed9f3479b489bf6;0,1,0,1;0,0,1,1;-0.34289,0.31051,0.194,0.18267
644;bf2a8950f9aa096eba92b1da4828cd84;0,1,0,1;0,0,1,1;0.34289,-0.31051,-0.194,-0.18267
645;5cc202a866be1219241e906e87b32cf3;0,1,0,1;0,0,1,1;-0.095376,0.39018,0.27858,-0.056569
646;1228fde22672e6b2e567dd870bc8e9ae;0,1,0,1;0,0,1,1;0.095376,-0.39018,-0.27858,0.056569
647;046e15dfed7bf73937ac554aa11d3287;0,1,0,1;0,0,1,1;0.51454,0.1378,0.4042,-0.12882
648;e8d68385ff53ff2c9b7774218eb5d6ba;0,1,0,1;0,0,1,1;-0.51454,-0.1378,-0.4042,0.12882
649;693677ba4eecf2dc57404339c2fdf356;0,1,0,1;0,0,1,1;-0.18266,0.45886,0.22036,0.20966
650;1756e7939baf59af1e841270c7e478d5;0,1,0,1;0,0,1,1;0.18266,-0.45886,-0.22036,-0.20966
651;d10639bbebf0004f5ec359be40cb6cb0;0,1,0,1;0,0,1,1;0.010197,0.1112,0.60706,-0.081235
652;8dcc4f5d5487ee52907af2bfcbaeea8d;0,1,0,1;0,0,1,1;-0.010197,-0.1112,-0.60706,0.081235
653;17d134642383cbe5bf8b5d372be2a272;0,1,0,1;0,0,1,1;0.15113,0.11022,0.55703,0.040505
654;6e9eb07158649a3e43c0e96d80b03aa0;0,1,0,1;0,0,1,1;-0.15113,-0.11022,-0.55703,-0.040505
655;8d19dd33e1c8f9288484b37aee55cee5;0,1,0,1;0,0,1,1;-0.061808,0.41963,0.27225,0.061338
656;ada6e546840bfa6a9e8375e10fe5c5f5;0,1,0,1;0,0,1,1;0.061808,-0.41963,-0.27225,-0.061338
657;02435d9338b228b9ae9fac8ca6463fc1;0,1,0,1;0,0,1,1;-0.4982,0.1609,0.43826,0.13761
658;8d510e38a6855f9c04bd17d67f3ded69;0,1,0,1;0,0,1,1;0.4982,-0.1609,-0.43826,-0.13761
659;3307191559f9344b56f4c5ef6b156c7b;0,1,0,1;0,0,1,1;0.12617,0.1662,0.13999,0.033476
660;a85c709b5a17e139031b61999a407a00;0,1,0,1;0,0,1,1;-0.12617,-0.1662,-0.13999,-0.033476
661;7845a44bd801862fcf001f9acfd88299;0,1,0,1;0,0,1,1;0.37769,0.079683,0.45032,-0.037841
662;98e4a196f9607bac8254525d9d619dde;0,1,0,1;0,0,1,1;-0.37769,-0.079683,-0.45032,0.037841
663;2926d774b1509f8100ad82004da9fb06;0,1,0,1;0,0,1,1;0.1626,0.25571,0.36896,-0.14741
664;41a2d521703943a5adee45840a046d32;0,1,0,1;0,0,1,1;-0.1626,-0.25571,-0.36896,0.14741
665;b465aa78733cabd8aaaf0fe65d52ea30;0,1,0,1;0,0,1,1;0.10706,0.60293,0.14566,-0.12897
666;f7ab0abb7b7e9d65f1c89c5a24cea3d0;0,1,0,1;0,0,1,1;-0.10706,-0.60293,-0.14566,0.12897
667;44d9d89768b3d018865f272acffc74e2;0,1,0,1;0,0,1,1;0.10043,0.1919,0.39243,-0.17559
668;817572fbc9bf67c3b1ec111643b3bd90;0,1,0,1;0,0,1,1;-0.10043,-0.1919,-0.39243,0.17559
669;04b49f075a024fc92f97e46dd41aff42;0,1,0,1;0,0,1,1;0.23557,0.094504,0.26751,0.083757
670;cadea02bb3f177322f5fe3fddfbd7149;0,1,0,1;0,0,1,1;-0.23557,-0.094504,-0.26751,-0.083757
671;1d74b43bcc53dd37d2159f00b7614f92;0,1,0,1;0,0,1,1;0.40569,0.45501,0.33712,-0.32688
